symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	expressionAtlas	impc
ATP6AP1-DT	0.0015941765497092574	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013111496867507798	No data
SLC27A4	0.0015936283334004346	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013106987996506555	No data
TFPT	0.001591891506959014	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013092703258438965	No data
ENSG00000259645	0.001591803471295485	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013091979198530543	No data
ANKRD35	0.001590636361350799	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013082380162346892	No data
TTN-AS1	0.0015890778003155972	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013069561589564226	No data
FOXD3	0.0015886668709983232	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013066181851945337	No data
ENSG00000278002	0.0015867420254654556	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01305035072823496	No data
ENSG00000272732	0.0015866047688309654	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013049221844527885	No data
GSN	0.001586280942315948	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013046558494387626	No data
ASB5	0.0015862375243255026	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013046201397900527	No data
PCA3	0.001585687573571978	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013041678261750119	No data
BVES	0.001584511581304161	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013032006171831029	No data
CCDC186	0.00158316404349825	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013020923184991033	No data
ABCD1	0.0015829275995830677	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01301897852355826	No data
TRAV13-2	0.0015819256947745483	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013010738236896887	No data
TREX2	0.0015819005530671739	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013010531455899171	No data
TAOK3	0.0015817983636487076	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.013009690986730084	No data
GABRE	0.0015815019306152163	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01300725293757502	No data
XKR4	0.001580463463363295	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012998711938698162	No data
MED13	0.0015800559273409546	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012995360109641783	No data
ENSG00000203364	0.0015799484226763484	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01299447592459121	No data
RAP2A	0.0015799235436328445	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012994271303904107	No data
RPAP3	0.0015799235436328445	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012994271303904107	No data
ERP27	0.001579434772136783	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012990251343918676	No data
AJUBA	0.0015779942518881224	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012978403611789296	No data
TRAV5	0.0015760718956392011	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012962592961494284	No data
TNFRSF11A	0.0015742737049327345	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012947803525644586	No data
GPR119	0.0015739586239839729	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012945212104466386	No data
CLIC5	0.0015739586239839729	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012945212104466386	No data
SHOC1	0.0015705840070034172	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01291745716102699	No data
UNC5A	0.0015705840070034172	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01291745716102699	No data
CFAP91	0.0015703251424352554	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012915328098235809	No data
LIAT1	0.0015679285593106279	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012895617111935698	No data
CREBL2	0.0015669958115241084	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012887945615523741	No data
FKBP1B	0.0015658206023997307	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012878279966662104	No data
ZC3H12D	0.0015657587106889374	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012877770930838976	No data
DYRK3	0.001564872144519995	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012870479260698021	No data
ENSG00000273987	0.0015640845758005586	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012864001806993335	No data
KMT2D	0.0015632647545753783	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012857259088674071	No data
LAMA2	0.0015606712954644533	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012835928872133685	No data
MAGI2	0.0015599895293571685	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012830321604744342	No data
ENSG00000236457	0.0015580047157991244	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012813997266794677	No data
ING2	0.0015563823291015965	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012800653752171785	No data
ENSG00000258181	0.0015561885871436063	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012799060298124453	No data
EHD2	0.001556131201084247	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01279858831957373	No data
CITED2	0.0015544107156798609	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012784437980331622	No data
TOR1AIP2	0.0015540591755052863	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012781546695863425	No data
SPESP1	0.0015540591755052863	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012781546695863425	No data
TMPRSS13	0.001553131938395576	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012773920522676004	No data
LINC01224	0.0015530801528133703	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012773494605923565	No data
DUSP2	0.001552824712290398	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012771393704604074	No data
HSPA5	0.0015510851763861932	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012757086682233772	No data
MRPL50	0.0015510851763861932	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012757086682233772	No data
HHIP	0.001551006058345291	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012756435966385744	No data
ZFP3	0.001548181975821534	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012733208959834569	No data
AFAP1L1	0.001544995319940475	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012706999925076186	No data
PLAGL1	0.0015449182477970576	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01270636603595821	No data
LINC02989	0.0015428145628696823	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01268906402612716	No data
CLGN	0.0015409026905195478	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01267333960191929	No data
LINC01798	0.0015392429199456413	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01265968861910655	No data
SLCO4A1-AS1	0.0015385760602525907	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012654203951314832	No data
PAK6	0.0015385493818463932	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012653984531552729	No data
S1PR4	0.0015382014288164566	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012651122749987267	No data
TAF13	0.0015381697205580631	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01265086196160051	No data
ENSG00000255372	0.0015363517316480649	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01263590969304346	No data
ENSG00000268170	0.0015355047319957707	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012628943442479893	No data
MIR548T	0.0015336445538986921	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012613644183876886	No data
ENSG00000256982	0.0015327262270842163	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01260609129448484	No data
RTP5	0.0015324869076025678	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012604122982609631	No data
ENSG00000279611	0.0015324869076025678	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012604122982609631	No data
SLC4A8	0.0015322116331378999	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012601858954649959	No data
PCDHB11	0.0015322116331378999	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012601858954649959	No data
FGF18	0.0015318826239990892	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012599152979396665	No data
FAT3	0.0015305355948127114	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012588074175759228	No data
SCN7A	0.0015300487903825019	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012584070394143606	No data
ENSG00000245008	0.0015294954400908282	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012579519298082608	No data
ENSG00000285534	0.0015294057649961135	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012578781754475124	No data
CHSY1	0.0015287961359692396	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0125737677871842	No data
CFAP36	0.0015287961359692396	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0125737677871842	No data
TIGD1	0.001528633529420576	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012572430410057537	No data
ZHX2	0.0015284767140133744	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012571140662870708	No data
CRYAB	0.001527285278426821	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012561341557518304	No data
IL12A	0.0015270456207799384	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012559370464362438	No data
PPP3CC	0.00152690925809783	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012558248933074301	No data
IQSEC3	0.0015265298730557076	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012555128635142259	No data
MIR4257	0.0015263335687823126	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012553514107023548	No data
ENSG00000261613	0.0015257283348501282	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01254853628771778	No data
ZBTB7B	0.0015252451897250637	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012544562602497665	No data
TC2N	0.001524694207122949	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012540030979784362	No data
MAP3K10	0.001524295825661968	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012536754443519493	No data
TUSC3	0.0015229524237822766	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012525705473102389	No data
DGKI	0.00152180922167609	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012516303069813413	No data
ADGRB1	0.00152180922167609	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012516303069813413	No data
